"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","468","redirects unauthenticated visitors to /login","UI Tests","2026-08-10","passed","2026-08-10","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1194","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-10","passed","2026-08-10","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1373","backend API shows a normal P95 latency","UI Tests","2026-08-10","passed","2026-08-10","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","670","rejects invalid credentials","UI Tests","2026-08-10","passed","2026-08-10","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","914","backend API shows the latency spike","UI Tests","2026-08-10","passed","2026-08-10","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","809","ETL pipeline shows its quarantined rows","UI Tests","2026-08-10","passed","2026-08-10","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","925","ETL pipeline has no quarantined rows","UI Tests","2026-08-10","passed","2026-08-10","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1162","backend API shows a normal P95 latency","UI Tests","2026-08-10","passed","2026-08-10","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","906","frontend smoke test shows its failure stack trace","UI Tests","2026-08-10","passed","2026-08-10","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3979","a card links to its drill-down page","UI Tests","2026-08-10","passed","2026-08-10","dashboard index (healthy profile)","","",""
"","3750","authenticate as outage mock user","setup-outage-prod","2026-08-10","passed","2026-08-10","","","",""
"","3166","authenticate as outage mock user","setup-outage-stage","2026-08-10","passed","2026-08-10","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","486","redirects unauthenticated visitors to /login","UI Tests","2026-08-10","passed","2026-08-10","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","811","ETL pipeline has no quarantined rows","UI Tests","2026-08-10","passed","2026-08-10","service detail (healthy profile)","","",""
"","1231","authenticate as healthy mock user","setup-healthy-stage","2026-08-10","passed","2026-08-10","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","921","ETL pipeline shows its quarantined rows","UI Tests","2026-08-10","passed","2026-08-10","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3984","a card links to its drill-down page","UI Tests","2026-08-10","passed","2026-08-10","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1063","renders all four domain sections with their service cards","UI Tests","2026-08-10","passed","2026-08-10","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","872","shows the environment-appropriate banner and title","UI Tests","2026-08-10","passed","2026-08-10","environment chrome","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","964","frontend smoke test shows its failure stack trace","UI Tests","2026-08-10","passed","2026-08-10","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","980","shows the environment-appropriate banner and title","UI Tests","2026-08-10","passed","2026-08-10","environment chrome","","",""
"","1271","authenticate as healthy mock user","setup-healthy-prod","2026-08-10","passed","2026-08-10","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1092","backend API shows the latency spike","UI Tests","2026-08-10","passed","2026-08-10","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1106","every service shows as operational","UI Tests","2026-08-10","passed","2026-08-10","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","988","renders all four domain sections with their service cards","UI Tests","2026-08-10","passed","2026-08-10","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1497","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-10","passed","2026-08-10","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","633","rejects invalid credentials","UI Tests","2026-08-10","passed","2026-08-10","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","961","every service shows as operational","UI Tests","2026-08-10","passed","2026-08-10","dashboard index (healthy profile)","","",""
