"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Clicking a service card navigates to that service's dedicated drill-down route.","3945","a card links to its drill-down page","UI Tests","2026-09-16","passed","2026-09-16","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","643","shows the environment-appropriate banner and title","UI Tests","2026-09-16","passed","2026-09-16","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1095","renders all four domain sections with their service cards","UI Tests","2026-09-16","passed","2026-09-16","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1069","frontend smoke test shows its failure stack trace","UI Tests","2026-09-16","passed","2026-09-16","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","942","ETL pipeline has no quarantined rows","UI Tests","2026-09-16","passed","2026-09-16","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","865","renders all four domain sections with their service cards","UI Tests","2026-09-16","passed","2026-09-16","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1537","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-16","passed","2026-09-16","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1167","frontend smoke test shows its failure stack trace","UI Tests","2026-09-16","passed","2026-09-16","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1043","every service shows as operational","UI Tests","2026-09-16","passed","2026-09-16","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1098","ETL pipeline has no quarantined rows","UI Tests","2026-09-16","passed","2026-09-16","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1502","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-16","passed","2026-09-16","login","","",""
"","3335","authenticate as outage mock user","setup-outage-stage","2026-09-16","passed","2026-09-16","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1029","every service shows as operational","UI Tests","2026-09-16","passed","2026-09-16","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","891","ETL pipeline shows its quarantined rows","UI Tests","2026-09-16","passed","2026-09-16","service detail (outage profile)","","",""
"","1233","authenticate as healthy mock user","setup-healthy-stage","2026-09-16","passed","2026-09-16","","","",""
"","1362","authenticate as healthy mock user","setup-healthy-prod","2026-09-16","passed","2026-09-16","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","472","redirects unauthenticated visitors to /login","UI Tests","2026-09-16","passed","2026-09-16","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1011","backend API shows the latency spike","UI Tests","2026-09-16","passed","2026-09-16","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","951","ETL pipeline shows its quarantined rows","UI Tests","2026-09-16","passed","2026-09-16","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","615","rejects invalid credentials","UI Tests","2026-09-16","passed","2026-09-16","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1327","backend API shows a normal P95 latency","UI Tests","2026-09-16","passed","2026-09-16","service detail (healthy profile)","","",""
"","3720","authenticate as outage mock user","setup-outage-prod","2026-09-16","passed","2026-09-16","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","645","rejects invalid credentials","UI Tests","2026-09-16","passed","2026-09-16","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","494","redirects unauthenticated visitors to /login","UI Tests","2026-09-16","passed","2026-09-16","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1221","backend API shows a normal P95 latency","UI Tests","2026-09-16","passed","2026-09-16","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","961","backend API shows the latency spike","UI Tests","2026-09-16","passed","2026-09-16","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","678","shows the environment-appropriate banner and title","UI Tests","2026-09-16","passed","2026-09-16","environment chrome","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4298","a card links to its drill-down page","UI Tests","2026-09-16","passed","2026-09-16","dashboard index (healthy profile)","","",""
