"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","927","every service shows as operational","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"","1006","authenticate as healthy mock user","setup-healthy-stage","2026-09-19","passed","2026-09-19","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","731","frontend smoke test shows its failure stack trace","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","365","redirects unauthenticated visitors to /login","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","653","backend API shows the latency spike","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"","1180","authenticate as healthy mock user","setup-healthy-prod","2026-09-19","passed","2026-09-19","","","",""
"","2661","authenticate as outage mock user","setup-outage-prod","2026-09-19","passed","2026-09-19","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","2970","a card links to its drill-down page","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1029","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"","2138","authenticate as outage mock user","setup-outage-stage","2026-09-19","passed","2026-09-19","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","870","ETL pipeline has no quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","899","frontend smoke test shows its failure stack trace","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","335","redirects unauthenticated visitors to /login","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3086","a card links to its drill-down page","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","443","rejects invalid credentials","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","450","rejects invalid credentials","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","705","every service shows as operational","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","668","shows the environment-appropriate banner and title","UI Tests","2026-09-19","passed","2026-09-19","environment chrome","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","668","ETL pipeline has no quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1236","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","755","backend API shows a normal P95 latency","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","752","ETL pipeline shows its quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","629","shows the environment-appropriate banner and title","UI Tests","2026-09-19","passed","2026-09-19","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1269","renders all four domain sections with their service cards","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","698","renders all four domain sections with their service cards","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","679","ETL pipeline shows its quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","818","backend API shows a normal P95 latency","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","800","backend API shows the latency spike","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
