"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1264","backend API shows a normal P95 latency","UI Tests","2026-09-02","passed","2026-09-02","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","537","redirects unauthenticated visitors to /login","UI Tests","2026-09-02","passed","2026-09-02","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3928","a card links to its drill-down page","UI Tests","2026-09-02","passed","2026-09-02","dashboard index (healthy profile)","","",""
"","3408","authenticate as outage mock user","setup-outage-stage","2026-09-02","passed","2026-09-02","","","",""
"","1329","authenticate as healthy mock user","setup-healthy-stage","2026-09-02","passed","2026-09-02","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","672","rejects invalid credentials","UI Tests","2026-09-02","passed","2026-09-02","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3973","a card links to its drill-down page","UI Tests","2026-09-02","passed","2026-09-02","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1244","renders all four domain sections with their service cards","UI Tests","2026-09-02","passed","2026-09-02","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","796","ETL pipeline has no quarantined rows","UI Tests","2026-09-02","passed","2026-09-02","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","810","every service shows as operational","UI Tests","2026-09-02","passed","2026-09-02","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","999","frontend smoke test shows its failure stack trace","UI Tests","2026-09-02","passed","2026-09-02","service detail (outage profile)","","",""
"","3455","authenticate as outage mock user","setup-outage-prod","2026-09-02","passed","2026-09-02","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1245","backend API shows the latency spike","UI Tests","2026-09-02","passed","2026-09-02","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","992","backend API shows the latency spike","UI Tests","2026-09-02","passed","2026-09-02","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1019","frontend smoke test shows its failure stack trace","UI Tests","2026-09-02","passed","2026-09-02","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","630","rejects invalid credentials","UI Tests","2026-09-02","passed","2026-09-02","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1006","ETL pipeline shows its quarantined rows","UI Tests","2026-09-02","passed","2026-09-02","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1149","every service shows as operational","UI Tests","2026-09-02","passed","2026-09-02","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1255","backend API shows a normal P95 latency","UI Tests","2026-09-02","passed","2026-09-02","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","959","renders all four domain sections with their service cards","UI Tests","2026-09-02","passed","2026-09-02","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","985","shows the environment-appropriate banner and title","UI Tests","2026-09-02","passed","2026-09-02","environment chrome","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1432","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-02","passed","2026-09-02","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","479","redirects unauthenticated visitors to /login","UI Tests","2026-09-02","passed","2026-09-02","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1041","ETL pipeline shows its quarantined rows","UI Tests","2026-09-02","passed","2026-09-02","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1489","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-02","passed","2026-09-02","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","882","ETL pipeline has no quarantined rows","UI Tests","2026-09-02","passed","2026-09-02","service detail (healthy profile)","","",""
"","1274","authenticate as healthy mock user","setup-healthy-prod","2026-09-02","passed","2026-09-02","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","738","shows the environment-appropriate banner and title","UI Tests","2026-09-02","passed","2026-09-02","environment chrome","","",""
