"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1013","authenticate as healthy mock user","setup-healthy-prod","2026-08-17","passed","2026-08-17","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","548","rejects invalid credentials","UI Tests","2026-08-17","passed","2026-08-17","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1270","backend API shows a normal P95 latency","UI Tests","2026-08-17","passed","2026-08-17","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","410","redirects unauthenticated visitors to /login","UI Tests","2026-08-17","passed","2026-08-17","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","966","renders all four domain sections with their service cards","UI Tests","2026-08-17","passed","2026-08-17","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1145","backend API shows a normal P95 latency","UI Tests","2026-08-17","passed","2026-08-17","service detail (healthy profile)","","",""
"","1177","authenticate as healthy mock user","setup-healthy-stage","2026-08-17","passed","2026-08-17","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","795","shows the environment-appropriate banner and title","UI Tests","2026-08-17","passed","2026-08-17","environment chrome","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","431","redirects unauthenticated visitors to /login","UI Tests","2026-08-17","passed","2026-08-17","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1003","every service shows as operational","UI Tests","2026-08-17","passed","2026-08-17","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1542","frontend smoke test shows its failure stack trace","UI Tests","2026-08-17","passed","2026-08-17","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3658","a card links to its drill-down page","UI Tests","2026-08-17","passed","2026-08-17","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","880","ETL pipeline shows its quarantined rows","UI Tests","2026-08-17","passed","2026-08-17","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","937","ETL pipeline has no quarantined rows","UI Tests","2026-08-17","passed","2026-08-17","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1134","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-17","passed","2026-08-17","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","627","shows the environment-appropriate banner and title","UI Tests","2026-08-17","passed","2026-08-17","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1049","renders all four domain sections with their service cards","UI Tests","2026-08-17","passed","2026-08-17","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1105","frontend smoke test shows its failure stack trace","UI Tests","2026-08-17","passed","2026-08-17","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","863","backend API shows the latency spike","UI Tests","2026-08-17","passed","2026-08-17","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","557","rejects invalid credentials","UI Tests","2026-08-17","passed","2026-08-17","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","891","backend API shows the latency spike","UI Tests","2026-08-17","passed","2026-08-17","service detail (outage profile)","","",""
"","3126","authenticate as outage mock user","setup-outage-stage","2026-08-17","passed","2026-08-17","","","",""
"","3148","authenticate as outage mock user","setup-outage-prod","2026-08-17","passed","2026-08-17","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","765","ETL pipeline shows its quarantined rows","UI Tests","2026-08-17","passed","2026-08-17","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1153","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-17","passed","2026-08-17","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1016","ETL pipeline has no quarantined rows","UI Tests","2026-08-17","passed","2026-08-17","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","790","every service shows as operational","UI Tests","2026-08-17","passed","2026-08-17","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3665","a card links to its drill-down page","UI Tests","2026-08-17","passed","2026-08-17","dashboard index (healthy profile)","","",""
