"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1108","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","779","ETL pipeline shows its quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","382","redirects unauthenticated visitors to /login","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","534","rejects invalid credentials","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"","2902","authenticate as outage mock user","setup-outage-stage","2026-09-18","passed","2026-09-18","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","967","backend API shows the latency spike","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","824","shows the environment-appropriate banner and title","UI Tests","2026-09-18","passed","2026-09-18","environment chrome","","",""
"","2975","authenticate as outage mock user","setup-outage-prod","2026-09-18","passed","2026-09-18","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","525","rejects invalid credentials","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1009","ETL pipeline shows its quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","894","ETL pipeline has no quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"","1193","authenticate as healthy mock user","setup-healthy-prod","2026-09-18","passed","2026-09-18","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","843","shows the environment-appropriate banner and title","UI Tests","2026-09-18","passed","2026-09-18","environment chrome","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","726","ETL pipeline has no quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1048","backend API shows the latency spike","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1281","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","2955","a card links to its drill-down page","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","602","every service shows as operational","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","943","backend API shows a normal P95 latency","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1101","backend API shows a normal P95 latency","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","382","redirects unauthenticated visitors to /login","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1023","renders all four domain sections with their service cards","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","895","frontend smoke test shows its failure stack trace","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3561","a card links to its drill-down page","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","790","every service shows as operational","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"","1240","authenticate as healthy mock user","setup-healthy-stage","2026-09-18","passed","2026-09-18","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","772","renders all four domain sections with their service cards","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","841","frontend smoke test shows its failure stack trace","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
