"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","578","ETL pipeline shows its quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","2879","a card links to its drill-down page","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","971","renders all four domain sections with their service cards","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"","2300","authenticate as outage mock user","setup-outage-stage","2026-09-13","passed","2026-09-13","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","675","backend API shows the latency spike","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","866","backend API shows a normal P95 latency","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","756","backend API shows the latency spike","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","655","ETL pipeline has no quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","590","ETL pipeline has no quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","744","shows the environment-appropriate banner and title","UI Tests","2026-09-13","passed","2026-09-13","environment chrome","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","931","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","854","every service shows as operational","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1038","backend API shows a normal P95 latency","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","505","rejects invalid credentials","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"","991","authenticate as healthy mock user","setup-healthy-stage","2026-09-13","passed","2026-09-13","","","",""
"","1076","authenticate as healthy mock user","setup-healthy-prod","2026-09-13","passed","2026-09-13","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","553","shows the environment-appropriate banner and title","UI Tests","2026-09-13","passed","2026-09-13","environment chrome","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","360","redirects unauthenticated visitors to /login","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","321","redirects unauthenticated visitors to /login","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1299","every service shows as operational","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1160","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","606","ETL pipeline shows its quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","2836","a card links to its drill-down page","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1047","renders all four domain sections with their service cards","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","845","frontend smoke test shows its failure stack trace","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","439","rejects invalid credentials","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"","2456","authenticate as outage mock user","setup-outage-prod","2026-09-13","passed","2026-09-13","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","912","frontend smoke test shows its failure stack trace","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
