"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","855","ETL pipeline has no quarantined rows","UI Tests","2026-09-05","passed","2026-09-05","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","519","redirects unauthenticated visitors to /login","UI Tests","2026-09-05","passed","2026-09-05","login","","",""
"","1409","authenticate as healthy mock user","setup-healthy-stage","2026-09-05","passed","2026-09-05","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","871","ETL pipeline shows its quarantined rows","UI Tests","2026-09-05","passed","2026-09-05","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","901","ETL pipeline shows its quarantined rows","UI Tests","2026-09-05","passed","2026-09-05","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1386","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-05","passed","2026-09-05","login","","",""
"","3316","authenticate as outage mock user","setup-outage-prod","2026-09-05","passed","2026-09-05","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1182","backend API shows a normal P95 latency","UI Tests","2026-09-05","passed","2026-09-05","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1472","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-05","passed","2026-09-05","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4162","a card links to its drill-down page","UI Tests","2026-09-05","passed","2026-09-05","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","969","every service shows as operational","UI Tests","2026-09-05","passed","2026-09-05","dashboard index (healthy profile)","","",""
"","1301","authenticate as healthy mock user","setup-healthy-prod","2026-09-05","passed","2026-09-05","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","887","frontend smoke test shows its failure stack trace","UI Tests","2026-09-05","passed","2026-09-05","service detail (outage profile)","","",""
"","3186","authenticate as outage mock user","setup-outage-stage","2026-09-05","passed","2026-09-05","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1200","frontend smoke test shows its failure stack trace","UI Tests","2026-09-05","passed","2026-09-05","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1063","every service shows as operational","UI Tests","2026-09-05","passed","2026-09-05","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1378","backend API shows a normal P95 latency","UI Tests","2026-09-05","passed","2026-09-05","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","986","renders all four domain sections with their service cards","UI Tests","2026-09-05","passed","2026-09-05","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","629","rejects invalid credentials","UI Tests","2026-09-05","passed","2026-09-05","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4099","a card links to its drill-down page","UI Tests","2026-09-05","passed","2026-09-05","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","973","ETL pipeline has no quarantined rows","UI Tests","2026-09-05","passed","2026-09-05","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","980","backend API shows the latency spike","UI Tests","2026-09-05","passed","2026-09-05","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","948","renders all four domain sections with their service cards","UI Tests","2026-09-05","passed","2026-09-05","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","666","shows the environment-appropriate banner and title","UI Tests","2026-09-05","passed","2026-09-05","environment chrome","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","778","shows the environment-appropriate banner and title","UI Tests","2026-09-05","passed","2026-09-05","environment chrome","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","501","redirects unauthenticated visitors to /login","UI Tests","2026-09-05","passed","2026-09-05","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","626","rejects invalid credentials","UI Tests","2026-09-05","passed","2026-09-05","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","980","backend API shows the latency spike","UI Tests","2026-09-05","passed","2026-09-05","service detail (outage profile)","","",""
