"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1289","renders all four domain sections with their service cards","UI Tests","2026-07-22","passed","2026-07-22","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","481","redirects unauthenticated visitors to /login","UI Tests","2026-07-22","passed","2026-07-22","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1149","renders all four domain sections with their service cards","UI Tests","2026-07-22","passed","2026-07-22","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1148","every service shows as operational","UI Tests","2026-07-22","passed","2026-07-22","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1024","ETL pipeline has no quarantined rows","UI Tests","2026-07-22","passed","2026-07-22","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1037","backend API shows a normal P95 latency","UI Tests","2026-07-22","passed","2026-07-22","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1395","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-22","passed","2026-07-22","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","647","rejects invalid credentials","UI Tests","2026-07-22","passed","2026-07-22","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","931","frontend smoke test shows its failure stack trace","UI Tests","2026-07-22","passed","2026-07-22","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","490","redirects unauthenticated visitors to /login","UI Tests","2026-07-22","passed","2026-07-22","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","918","ETL pipeline shows its quarantined rows","UI Tests","2026-07-22","passed","2026-07-22","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1016","frontend smoke test shows its failure stack trace","UI Tests","2026-07-22","passed","2026-07-22","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4082","a card links to its drill-down page","UI Tests","2026-07-22","passed","2026-07-22","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1482","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-22","passed","2026-07-22","login","","",""
"","3733","authenticate as outage mock user","setup-outage-stage","2026-07-22","passed","2026-07-22","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","825","shows the environment-appropriate banner and title","UI Tests","2026-07-22","passed","2026-07-22","environment chrome","","",""
"","1080","authenticate as healthy mock user","setup-healthy-prod","2026-07-22","passed","2026-07-22","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1183","backend API shows a normal P95 latency","UI Tests","2026-07-22","passed","2026-07-22","service detail (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1108","ETL pipeline shows its quarantined rows","UI Tests","2026-07-22","passed","2026-07-22","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1191","backend API shows the latency spike","UI Tests","2026-07-22","passed","2026-07-22","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1047","backend API shows the latency spike","UI Tests","2026-07-22","passed","2026-07-22","service detail (outage profile)","","",""
"","3529","authenticate as outage mock user","setup-outage-prod","2026-07-22","passed","2026-07-22","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","699","rejects invalid credentials","UI Tests","2026-07-22","passed","2026-07-22","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","885","ETL pipeline has no quarantined rows","UI Tests","2026-07-22","passed","2026-07-22","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","945","every service shows as operational","UI Tests","2026-07-22","passed","2026-07-22","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4128","a card links to its drill-down page","UI Tests","2026-07-22","passed","2026-07-22","dashboard index (healthy profile)","","",""
"","1215","authenticate as healthy mock user","setup-healthy-stage","2026-07-22","passed","2026-07-22","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","999","shows the environment-appropriate banner and title","UI Tests","2026-07-22","passed","2026-07-22","environment chrome","","",""
