"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1197","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4161","a card links to its drill-down page","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","901","ETL pipeline shows its quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1329","renders all four domain sections with their service cards","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","933","ETL pipeline shows its quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","477","redirects unauthenticated visitors to /login","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","967","backend API shows the latency spike","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"","1251","authenticate as healthy mock user","setup-healthy-stage","2026-09-14","passed","2026-09-14","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","788","shows the environment-appropriate banner and title","UI Tests","2026-09-14","passed","2026-09-14","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","960","renders all four domain sections with their service cards","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"","3691","authenticate as outage mock user","setup-outage-prod","2026-09-14","passed","2026-09-14","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3929","a card links to its drill-down page","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","911","frontend smoke test shows its failure stack trace","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1072","backend API shows a normal P95 latency","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"","3293","authenticate as outage mock user","setup-outage-stage","2026-09-14","passed","2026-09-14","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","700","shows the environment-appropriate banner and title","UI Tests","2026-09-14","passed","2026-09-14","environment chrome","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","497","redirects unauthenticated visitors to /login","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","641","rejects invalid credentials","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","780","every service shows as operational","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1222","backend API shows a normal P95 latency","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1229","every service shows as operational","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","986","ETL pipeline has no quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","965","frontend smoke test shows its failure stack trace","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"","1381","authenticate as healthy mock user","setup-healthy-prod","2026-09-14","passed","2026-09-14","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","848","ETL pipeline has no quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1186","backend API shows the latency spike","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1351","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","645","rejects invalid credentials","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
