"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","948","frontend smoke test shows its failure stack trace","UI Tests","2026-08-12","passed","2026-08-12","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1198","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-12","passed","2026-08-12","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1048","ETL pipeline has no quarantined rows","UI Tests","2026-08-12","passed","2026-08-12","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","539","redirects unauthenticated visitors to /login","UI Tests","2026-08-12","passed","2026-08-12","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","933","backend API shows the latency spike","UI Tests","2026-08-12","passed","2026-08-12","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1065","every service shows as operational","UI Tests","2026-08-12","passed","2026-08-12","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","644","rejects invalid credentials","UI Tests","2026-08-12","passed","2026-08-12","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","778","shows the environment-appropriate banner and title","UI Tests","2026-08-12","passed","2026-08-12","environment chrome","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1514","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-12","passed","2026-08-12","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1272","backend API shows a normal P95 latency","UI Tests","2026-08-12","passed","2026-08-12","service detail (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","746","shows the environment-appropriate banner and title","UI Tests","2026-08-12","passed","2026-08-12","environment chrome","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1043","ETL pipeline shows its quarantined rows","UI Tests","2026-08-12","passed","2026-08-12","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1133","renders all four domain sections with their service cards","UI Tests","2026-08-12","passed","2026-08-12","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","617","rejects invalid credentials","UI Tests","2026-08-12","passed","2026-08-12","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","484","redirects unauthenticated visitors to /login","UI Tests","2026-08-12","passed","2026-08-12","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1012","backend API shows the latency spike","UI Tests","2026-08-12","passed","2026-08-12","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1083","every service shows as operational","UI Tests","2026-08-12","passed","2026-08-12","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3881","a card links to its drill-down page","UI Tests","2026-08-12","passed","2026-08-12","dashboard index (healthy profile)","","",""
"","3558","authenticate as outage mock user","setup-outage-stage","2026-08-12","passed","2026-08-12","","","",""
"","3740","authenticate as outage mock user","setup-outage-prod","2026-08-12","passed","2026-08-12","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1101","renders all four domain sections with their service cards","UI Tests","2026-08-12","passed","2026-08-12","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","999","ETL pipeline shows its quarantined rows","UI Tests","2026-08-12","passed","2026-08-12","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","880","ETL pipeline has no quarantined rows","UI Tests","2026-08-12","passed","2026-08-12","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1265","backend API shows a normal P95 latency","UI Tests","2026-08-12","passed","2026-08-12","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1074","frontend smoke test shows its failure stack trace","UI Tests","2026-08-12","passed","2026-08-12","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3944","a card links to its drill-down page","UI Tests","2026-08-12","passed","2026-08-12","dashboard index (healthy profile)","","",""
"","1391","authenticate as healthy mock user","setup-healthy-prod","2026-08-12","passed","2026-08-12","","","",""
"","1044","authenticate as healthy mock user","setup-healthy-stage","2026-08-12","passed","2026-08-12","","","",""
