"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","653","rejects invalid credentials","UI Tests","2026-09-22","passed","2026-09-22","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1106","backend API shows the latency spike","UI Tests","2026-09-22","passed","2026-09-22","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1111","ETL pipeline shows its quarantined rows","UI Tests","2026-09-22","passed","2026-09-22","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1021","frontend smoke test shows its failure stack trace","UI Tests","2026-09-22","passed","2026-09-22","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","911","ETL pipeline shows its quarantined rows","UI Tests","2026-09-22","passed","2026-09-22","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1228","renders all four domain sections with their service cards","UI Tests","2026-09-22","passed","2026-09-22","dashboard index (healthy profile)","","",""
"","3125","authenticate as outage mock user","setup-outage-stage","2026-09-22","passed","2026-09-22","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3781","a card links to its drill-down page","UI Tests","2026-09-22","passed","2026-09-22","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","768","ETL pipeline has no quarantined rows","UI Tests","2026-09-22","passed","2026-09-22","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1264","every service shows as operational","UI Tests","2026-09-22","passed","2026-09-22","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3864","a card links to its drill-down page","UI Tests","2026-09-22","passed","2026-09-22","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","629","shows the environment-appropriate banner and title","UI Tests","2026-09-22","passed","2026-09-22","environment chrome","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1027","ETL pipeline has no quarantined rows","UI Tests","2026-09-22","passed","2026-09-22","service detail (healthy profile)","","",""
"","1339","authenticate as healthy mock user","setup-healthy-stage","2026-09-22","passed","2026-09-22","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1354","backend API shows a normal P95 latency","UI Tests","2026-09-22","passed","2026-09-22","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","826","every service shows as operational","UI Tests","2026-09-22","passed","2026-09-22","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1211","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-22","passed","2026-09-22","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","922","renders all four domain sections with their service cards","UI Tests","2026-09-22","passed","2026-09-22","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","955","shows the environment-appropriate banner and title","UI Tests","2026-09-22","passed","2026-09-22","environment chrome","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1152","backend API shows a normal P95 latency","UI Tests","2026-09-22","passed","2026-09-22","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","480","redirects unauthenticated visitors to /login","UI Tests","2026-09-22","passed","2026-09-22","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1166","frontend smoke test shows its failure stack trace","UI Tests","2026-09-22","passed","2026-09-22","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","465","redirects unauthenticated visitors to /login","UI Tests","2026-09-22","passed","2026-09-22","login","","",""
"","3684","authenticate as outage mock user","setup-outage-prod","2026-09-22","passed","2026-09-22","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1459","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-22","passed","2026-09-22","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","662","rejects invalid credentials","UI Tests","2026-09-22","passed","2026-09-22","login","","",""
"","1103","authenticate as healthy mock user","setup-healthy-prod","2026-09-22","passed","2026-09-22","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","923","backend API shows the latency spike","UI Tests","2026-09-22","passed","2026-09-22","service detail (outage profile)","","",""
