"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","973","ETL pipeline shows its quarantined rows","UI Tests","2026-09-20","passed","2026-09-20","service detail (outage profile)","","",""
"","2394","authenticate as outage mock user","setup-outage-stage","2026-09-20","passed","2026-09-20","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","462","rejects invalid credentials","UI Tests","2026-09-20","passed","2026-09-20","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","999","frontend smoke test shows its failure stack trace","UI Tests","2026-09-20","passed","2026-09-20","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1186","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-20","passed","2026-09-20","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","676","frontend smoke test shows its failure stack trace","UI Tests","2026-09-20","passed","2026-09-20","service detail (outage profile)","","",""
"","1099","authenticate as healthy mock user","setup-healthy-stage","2026-09-20","passed","2026-09-20","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","359","redirects unauthenticated visitors to /login","UI Tests","2026-09-20","passed","2026-09-20","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","584","shows the environment-appropriate banner and title","UI Tests","2026-09-20","passed","2026-09-20","environment chrome","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","721","backend API shows the latency spike","UI Tests","2026-09-20","passed","2026-09-20","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","727","backend API shows the latency spike","UI Tests","2026-09-20","passed","2026-09-20","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","497","shows the environment-appropriate banner and title","UI Tests","2026-09-20","passed","2026-09-20","environment chrome","","",""
"","1026","authenticate as healthy mock user","setup-healthy-prod","2026-09-20","passed","2026-09-20","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","736","renders all four domain sections with their service cards","UI Tests","2026-09-20","passed","2026-09-20","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","984","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-20","passed","2026-09-20","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","889","ETL pipeline has no quarantined rows","UI Tests","2026-09-20","passed","2026-09-20","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","955","backend API shows a normal P95 latency","UI Tests","2026-09-20","passed","2026-09-20","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1063","every service shows as operational","UI Tests","2026-09-20","passed","2026-09-20","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3249","a card links to its drill-down page","UI Tests","2026-09-20","passed","2026-09-20","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","782","ETL pipeline has no quarantined rows","UI Tests","2026-09-20","passed","2026-09-20","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","368","redirects unauthenticated visitors to /login","UI Tests","2026-09-20","passed","2026-09-20","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","593","every service shows as operational","UI Tests","2026-09-20","passed","2026-09-20","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","475","rejects invalid credentials","UI Tests","2026-09-20","passed","2026-09-20","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","702","ETL pipeline shows its quarantined rows","UI Tests","2026-09-20","passed","2026-09-20","service detail (outage profile)","","",""
"","2962","authenticate as outage mock user","setup-outage-prod","2026-09-20","passed","2026-09-20","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","908","backend API shows a normal P95 latency","UI Tests","2026-09-20","passed","2026-09-20","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","973","renders all four domain sections with their service cards","UI Tests","2026-09-20","passed","2026-09-20","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3338","a card links to its drill-down page","UI Tests","2026-09-20","passed","2026-09-20","dashboard index (healthy profile)","","",""
