"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1194","backend API shows a normal P95 latency","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4425","a card links to its drill-down page","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","1050","shows the environment-appropriate banner and title","UI Tests","2026-09-18","passed","2026-09-18","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1066","renders all four domain sections with their service cards","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1111","backend API shows the latency spike","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4527","a card links to its drill-down page","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"","1384","authenticate as healthy mock user","setup-healthy-prod","2026-09-18","passed","2026-09-18","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1089","ETL pipeline has no quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","930","renders all four domain sections with their service cards","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"","4012","authenticate as outage mock user","setup-outage-prod","2026-09-18","passed","2026-09-18","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","910","frontend smoke test shows its failure stack trace","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","905","ETL pipeline shows its quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","532","redirects unauthenticated visitors to /login","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","675","rejects invalid credentials","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"","3563","authenticate as outage mock user","setup-outage-stage","2026-09-18","passed","2026-09-18","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","938","shows the environment-appropriate banner and title","UI Tests","2026-09-18","passed","2026-09-18","environment chrome","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","934","every service shows as operational","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","679","rejects invalid credentials","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","939","ETL pipeline shows its quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"","1138","authenticate as healthy mock user","setup-healthy-stage","2026-09-18","passed","2026-09-18","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1114","frontend smoke test shows its failure stack trace","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1348","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1324","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","991","ETL pipeline has no quarantined rows","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","898","every service shows as operational","UI Tests","2026-09-18","passed","2026-09-18","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1194","backend API shows a normal P95 latency","UI Tests","2026-09-18","passed","2026-09-18","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","588","redirects unauthenticated visitors to /login","UI Tests","2026-09-18","passed","2026-09-18","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","975","backend API shows the latency spike","UI Tests","2026-09-18","passed","2026-09-18","service detail (outage profile)","","",""
