"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1017","backend API shows a normal P95 latency","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1167","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","602","every service shows as operational","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","542","shows the environment-appropriate banner and title","UI Tests","2026-09-13","passed","2026-09-13","environment chrome","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","707","shows the environment-appropriate banner and title","UI Tests","2026-09-13","passed","2026-09-13","environment chrome","","",""
"","871","authenticate as healthy mock user","setup-healthy-prod","2026-09-13","passed","2026-09-13","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","487","rejects invalid credentials","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","385","redirects unauthenticated visitors to /login","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1110","renders all four domain sections with their service cards","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1125","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1103","backend API shows the latency spike","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","790","ETL pipeline shows its quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3292","a card links to its drill-down page","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","834","ETL pipeline has no quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","755","ETL pipeline has no quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","789","frontend smoke test shows its failure stack trace","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","916","backend API shows a normal P95 latency","UI Tests","2026-09-13","passed","2026-09-13","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","922","every service shows as operational","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","498","rejects invalid credentials","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"","3080","authenticate as outage mock user","setup-outage-prod","2026-09-13","passed","2026-09-13","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","722","renders all four domain sections with their service cards","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","854","ETL pipeline shows its quarantined rows","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","406","redirects unauthenticated visitors to /login","UI Tests","2026-09-13","passed","2026-09-13","login","","",""
"","2443","authenticate as outage mock user","setup-outage-stage","2026-09-13","passed","2026-09-13","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","753","backend API shows the latency spike","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
"","1145","authenticate as healthy mock user","setup-healthy-stage","2026-09-13","passed","2026-09-13","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3118","a card links to its drill-down page","UI Tests","2026-09-13","passed","2026-09-13","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","729","frontend smoke test shows its failure stack trace","UI Tests","2026-09-13","passed","2026-09-13","service detail (outage profile)","","",""
