"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","901","every service shows as operational","UI Tests","2026-08-22","passed","2026-08-22","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","385","redirects unauthenticated visitors to /login","UI Tests","2026-08-22","passed","2026-08-22","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3350","a card links to its drill-down page","UI Tests","2026-08-22","passed","2026-08-22","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","525","rejects invalid credentials","UI Tests","2026-08-22","passed","2026-08-22","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","674","ETL pipeline has no quarantined rows","UI Tests","2026-08-22","passed","2026-08-22","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","982","every service shows as operational","UI Tests","2026-08-22","passed","2026-08-22","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","839","ETL pipeline shows its quarantined rows","UI Tests","2026-08-22","passed","2026-08-22","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","964","renders all four domain sections with their service cards","UI Tests","2026-08-22","passed","2026-08-22","dashboard index (healthy profile)","","",""
"","3067","authenticate as outage mock user","setup-outage-stage","2026-08-22","passed","2026-08-22","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","731","frontend smoke test shows its failure stack trace","UI Tests","2026-08-22","passed","2026-08-22","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1224","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-22","passed","2026-08-22","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3203","a card links to its drill-down page","UI Tests","2026-08-22","passed","2026-08-22","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","781","backend API shows the latency spike","UI Tests","2026-08-22","passed","2026-08-22","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","975","ETL pipeline has no quarantined rows","UI Tests","2026-08-22","passed","2026-08-22","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","535","rejects invalid credentials","UI Tests","2026-08-22","passed","2026-08-22","login","","",""
"","934","authenticate as healthy mock user","setup-healthy-prod","2026-08-22","passed","2026-08-22","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","915","backend API shows the latency spike","UI Tests","2026-08-22","passed","2026-08-22","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1130","backend API shows a normal P95 latency","UI Tests","2026-08-22","passed","2026-08-22","service detail (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","748","shows the environment-appropriate banner and title","UI Tests","2026-08-22","passed","2026-08-22","environment chrome","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","752","frontend smoke test shows its failure stack trace","UI Tests","2026-08-22","passed","2026-08-22","service detail (outage profile)","","",""
"","1097","authenticate as healthy mock user","setup-healthy-stage","2026-08-22","passed","2026-08-22","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1290","backend API shows a normal P95 latency","UI Tests","2026-08-22","passed","2026-08-22","service detail (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","978","ETL pipeline shows its quarantined rows","UI Tests","2026-08-22","passed","2026-08-22","service detail (outage profile)","","",""
"","2840","authenticate as outage mock user","setup-outage-prod","2026-08-22","passed","2026-08-22","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1033","renders all four domain sections with their service cards","UI Tests","2026-08-22","passed","2026-08-22","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","938","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-22","passed","2026-08-22","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","403","redirects unauthenticated visitors to /login","UI Tests","2026-08-22","passed","2026-08-22","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","786","shows the environment-appropriate banner and title","UI Tests","2026-08-22","passed","2026-08-22","environment chrome","","",""
