"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1405","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-15","passed","2026-08-15","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","656","rejects invalid credentials","UI Tests","2026-08-15","passed","2026-08-15","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1121","ETL pipeline shows its quarantined rows","UI Tests","2026-08-15","passed","2026-08-15","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","758","shows the environment-appropriate banner and title","UI Tests","2026-08-15","passed","2026-08-15","environment chrome","","",""
"","1194","authenticate as healthy mock user","setup-healthy-stage","2026-08-15","passed","2026-08-15","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","808","ETL pipeline has no quarantined rows","UI Tests","2026-08-15","passed","2026-08-15","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","744","every service shows as operational","UI Tests","2026-08-15","passed","2026-08-15","dashboard index (healthy profile)","","",""
"","3437","authenticate as outage mock user","setup-outage-stage","2026-08-15","passed","2026-08-15","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","640","rejects invalid credentials","UI Tests","2026-08-15","passed","2026-08-15","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1317","every service shows as operational","UI Tests","2026-08-15","passed","2026-08-15","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1161","backend API shows the latency spike","UI Tests","2026-08-15","passed","2026-08-15","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","895","ETL pipeline shows its quarantined rows","UI Tests","2026-08-15","passed","2026-08-15","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1069","backend API shows the latency spike","UI Tests","2026-08-15","passed","2026-08-15","service detail (outage profile)","","",""
"","3562","authenticate as outage mock user","setup-outage-prod","2026-08-15","passed","2026-08-15","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1078","renders all four domain sections with their service cards","UI Tests","2026-08-15","passed","2026-08-15","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4182","a card links to its drill-down page","UI Tests","2026-08-15","passed","2026-08-15","dashboard index (healthy profile)","","",""
"","1272","authenticate as healthy mock user","setup-healthy-prod","2026-08-15","passed","2026-08-15","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","972","frontend smoke test shows its failure stack trace","UI Tests","2026-08-15","passed","2026-08-15","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3660","a card links to its drill-down page","UI Tests","2026-08-15","passed","2026-08-15","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1113","backend API shows a normal P95 latency","UI Tests","2026-08-15","passed","2026-08-15","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","533","redirects unauthenticated visitors to /login","UI Tests","2026-08-15","passed","2026-08-15","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","792","shows the environment-appropriate banner and title","UI Tests","2026-08-15","passed","2026-08-15","environment chrome","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","832","ETL pipeline has no quarantined rows","UI Tests","2026-08-15","passed","2026-08-15","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1241","renders all four domain sections with their service cards","UI Tests","2026-08-15","passed","2026-08-15","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1509","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-15","passed","2026-08-15","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1109","backend API shows a normal P95 latency","UI Tests","2026-08-15","passed","2026-08-15","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","482","redirects unauthenticated visitors to /login","UI Tests","2026-08-15","passed","2026-08-15","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","887","frontend smoke test shows its failure stack trace","UI Tests","2026-08-15","passed","2026-08-15","service detail (outage profile)","","",""
