"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","989","renders all four domain sections with their service cards","UI Tests","2026-07-27","passed","2026-07-27","dashboard index (healthy profile)","","",""
"","1110","authenticate as healthy mock user","setup-healthy-stage","2026-07-27","passed","2026-07-27","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","772","shows the environment-appropriate banner and title","UI Tests","2026-07-27","passed","2026-07-27","environment chrome","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","503","redirects unauthenticated visitors to /login","UI Tests","2026-07-27","passed","2026-07-27","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","858","ETL pipeline has no quarantined rows","UI Tests","2026-07-27","passed","2026-07-27","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1484","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-27","passed","2026-07-27","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1228","backend API shows a normal P95 latency","UI Tests","2026-07-27","passed","2026-07-27","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1037","ETL pipeline has no quarantined rows","UI Tests","2026-07-27","passed","2026-07-27","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","646","rejects invalid credentials","UI Tests","2026-07-27","passed","2026-07-27","login","","",""
"","3192","authenticate as outage mock user","setup-outage-stage","2026-07-27","passed","2026-07-27","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","469","redirects unauthenticated visitors to /login","UI Tests","2026-07-27","passed","2026-07-27","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1092","frontend smoke test shows its failure stack trace","UI Tests","2026-07-27","passed","2026-07-27","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","930","every service shows as operational","UI Tests","2026-07-27","passed","2026-07-27","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","664","shows the environment-appropriate banner and title","UI Tests","2026-07-27","passed","2026-07-27","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1039","renders all four domain sections with their service cards","UI Tests","2026-07-27","passed","2026-07-27","dashboard index (healthy profile)","","",""
"","1208","authenticate as healthy mock user","setup-healthy-prod","2026-07-27","passed","2026-07-27","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3597","a card links to its drill-down page","UI Tests","2026-07-27","passed","2026-07-27","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1338","backend API shows a normal P95 latency","UI Tests","2026-07-27","passed","2026-07-27","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1091","backend API shows the latency spike","UI Tests","2026-07-27","passed","2026-07-27","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","682","rejects invalid credentials","UI Tests","2026-07-27","passed","2026-07-27","login","","",""
"","3437","authenticate as outage mock user","setup-outage-prod","2026-07-27","passed","2026-07-27","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1370","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-27","passed","2026-07-27","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","858","ETL pipeline shows its quarantined rows","UI Tests","2026-07-27","passed","2026-07-27","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1131","frontend smoke test shows its failure stack trace","UI Tests","2026-07-27","passed","2026-07-27","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","904","ETL pipeline shows its quarantined rows","UI Tests","2026-07-27","passed","2026-07-27","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","997","every service shows as operational","UI Tests","2026-07-27","passed","2026-07-27","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","941","backend API shows the latency spike","UI Tests","2026-07-27","passed","2026-07-27","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4257","a card links to its drill-down page","UI Tests","2026-07-27","passed","2026-07-27","dashboard index (healthy profile)","","",""
