"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","499","redirects unauthenticated visitors to /login","UI Tests","2026-08-01","passed","2026-08-01","login","","",""
"","1180","authenticate as healthy mock user","setup-healthy-prod","2026-08-01","passed","2026-08-01","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","770","every service shows as operational","UI Tests","2026-08-01","passed","2026-08-01","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","908","ETL pipeline has no quarantined rows","UI Tests","2026-08-01","passed","2026-08-01","service detail (healthy profile)","","",""
"","3729","authenticate as outage mock user","setup-outage-prod","2026-08-01","passed","2026-08-01","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","830","shows the environment-appropriate banner and title","UI Tests","2026-08-01","passed","2026-08-01","environment chrome","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","641","rejects invalid credentials","UI Tests","2026-08-01","passed","2026-08-01","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","482","redirects unauthenticated visitors to /login","UI Tests","2026-08-01","passed","2026-08-01","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4141","a card links to its drill-down page","UI Tests","2026-08-01","passed","2026-08-01","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1295","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-01","passed","2026-08-01","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","992","backend API shows the latency spike","UI Tests","2026-08-01","passed","2026-08-01","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1037","frontend smoke test shows its failure stack trace","UI Tests","2026-08-01","passed","2026-08-01","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","997","ETL pipeline has no quarantined rows","UI Tests","2026-08-01","passed","2026-08-01","service detail (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4099","a card links to its drill-down page","UI Tests","2026-08-01","passed","2026-08-01","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","921","frontend smoke test shows its failure stack trace","UI Tests","2026-08-01","passed","2026-08-01","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1102","backend API shows a normal P95 latency","UI Tests","2026-08-01","passed","2026-08-01","service detail (healthy profile)","","",""
"","1273","authenticate as healthy mock user","setup-healthy-stage","2026-08-01","passed","2026-08-01","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1270","backend API shows a normal P95 latency","UI Tests","2026-08-01","passed","2026-08-01","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","995","renders all four domain sections with their service cards","UI Tests","2026-08-01","passed","2026-08-01","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","970","every service shows as operational","UI Tests","2026-08-01","passed","2026-08-01","dashboard index (healthy profile)","","",""
"","3115","authenticate as outage mock user","setup-outage-stage","2026-08-01","passed","2026-08-01","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1094","ETL pipeline shows its quarantined rows","UI Tests","2026-08-01","passed","2026-08-01","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","826","renders all four domain sections with their service cards","UI Tests","2026-08-01","passed","2026-08-01","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","987","backend API shows the latency spike","UI Tests","2026-08-01","passed","2026-08-01","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1412","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-01","passed","2026-08-01","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","764","shows the environment-appropriate banner and title","UI Tests","2026-08-01","passed","2026-08-01","environment chrome","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1133","ETL pipeline shows its quarantined rows","UI Tests","2026-08-01","passed","2026-08-01","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","605","rejects invalid credentials","UI Tests","2026-08-01","passed","2026-08-01","login","","",""
