"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","899","frontend smoke test shows its failure stack trace","UI Tests","2026-08-14","passed","2026-08-14","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","488","redirects unauthenticated visitors to /login","UI Tests","2026-08-14","passed","2026-08-14","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4148","a card links to its drill-down page","UI Tests","2026-08-14","passed","2026-08-14","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3731","a card links to its drill-down page","UI Tests","2026-08-14","passed","2026-08-14","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","638","rejects invalid credentials","UI Tests","2026-08-14","passed","2026-08-14","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","941","every service shows as operational","UI Tests","2026-08-14","passed","2026-08-14","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","827","ETL pipeline shows its quarantined rows","UI Tests","2026-08-14","passed","2026-08-14","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","465","redirects unauthenticated visitors to /login","UI Tests","2026-08-14","passed","2026-08-14","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1039","ETL pipeline shows its quarantined rows","UI Tests","2026-08-14","passed","2026-08-14","service detail (outage profile)","","",""
"","1114","authenticate as healthy mock user","setup-healthy-stage","2026-08-14","passed","2026-08-14","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1240","backend API shows the latency spike","UI Tests","2026-08-14","passed","2026-08-14","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","871","ETL pipeline has no quarantined rows","UI Tests","2026-08-14","passed","2026-08-14","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","655","rejects invalid credentials","UI Tests","2026-08-14","passed","2026-08-14","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","857","renders all four domain sections with their service cards","UI Tests","2026-08-14","passed","2026-08-14","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","987","ETL pipeline has no quarantined rows","UI Tests","2026-08-14","passed","2026-08-14","service detail (healthy profile)","","",""
"","3330","authenticate as outage mock user","setup-outage-stage","2026-08-14","passed","2026-08-14","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","969","shows the environment-appropriate banner and title","UI Tests","2026-08-14","passed","2026-08-14","environment chrome","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","948","every service shows as operational","UI Tests","2026-08-14","passed","2026-08-14","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1025","backend API shows the latency spike","UI Tests","2026-08-14","passed","2026-08-14","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1453","backend API shows a normal P95 latency","UI Tests","2026-08-14","passed","2026-08-14","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1214","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-14","passed","2026-08-14","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1036","renders all four domain sections with their service cards","UI Tests","2026-08-14","passed","2026-08-14","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","847","shows the environment-appropriate banner and title","UI Tests","2026-08-14","passed","2026-08-14","environment chrome","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1198","backend API shows a normal P95 latency","UI Tests","2026-08-14","passed","2026-08-14","service detail (healthy profile)","","",""
"","1374","authenticate as healthy mock user","setup-healthy-prod","2026-08-14","passed","2026-08-14","","","",""
"","3526","authenticate as outage mock user","setup-outage-prod","2026-08-14","passed","2026-08-14","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1345","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-14","passed","2026-08-14","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1082","frontend smoke test shows its failure stack trace","UI Tests","2026-08-14","passed","2026-08-14","service detail (outage profile)","","",""
