"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1289","authenticate as healthy mock user","setup-healthy-stage","2026-08-13","passed","2026-08-13","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","534","redirects unauthenticated visitors to /login","UI Tests","2026-08-13","passed","2026-08-13","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","781","rejects invalid credentials","UI Tests","2026-08-13","passed","2026-08-13","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1136","every service shows as operational","UI Tests","2026-08-13","passed","2026-08-13","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1164","renders all four domain sections with their service cards","UI Tests","2026-08-13","passed","2026-08-13","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","860","ETL pipeline shows its quarantined rows","UI Tests","2026-08-13","passed","2026-08-13","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1062","backend API shows a normal P95 latency","UI Tests","2026-08-13","passed","2026-08-13","service detail (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","788","shows the environment-appropriate banner and title","UI Tests","2026-08-13","passed","2026-08-13","environment chrome","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","502","redirects unauthenticated visitors to /login","UI Tests","2026-08-13","passed","2026-08-13","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4051","a card links to its drill-down page","UI Tests","2026-08-13","passed","2026-08-13","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4195","a card links to its drill-down page","UI Tests","2026-08-13","passed","2026-08-13","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","627","rejects invalid credentials","UI Tests","2026-08-13","passed","2026-08-13","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","966","ETL pipeline has no quarantined rows","UI Tests","2026-08-13","passed","2026-08-13","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1055","ETL pipeline has no quarantined rows","UI Tests","2026-08-13","passed","2026-08-13","service detail (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","763","shows the environment-appropriate banner and title","UI Tests","2026-08-13","passed","2026-08-13","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","882","renders all four domain sections with their service cards","UI Tests","2026-08-13","passed","2026-08-13","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1073","backend API shows the latency spike","UI Tests","2026-08-13","passed","2026-08-13","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","886","frontend smoke test shows its failure stack trace","UI Tests","2026-08-13","passed","2026-08-13","service detail (outage profile)","","",""
"","3724","authenticate as outage mock user","setup-outage-prod","2026-08-13","passed","2026-08-13","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1438","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-13","passed","2026-08-13","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","922","backend API shows the latency spike","UI Tests","2026-08-13","passed","2026-08-13","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","925","ETL pipeline shows its quarantined rows","UI Tests","2026-08-13","passed","2026-08-13","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1205","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-13","passed","2026-08-13","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1173","backend API shows a normal P95 latency","UI Tests","2026-08-13","passed","2026-08-13","service detail (healthy profile)","","",""
"","1137","authenticate as healthy mock user","setup-healthy-prod","2026-08-13","passed","2026-08-13","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","962","every service shows as operational","UI Tests","2026-08-13","passed","2026-08-13","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1100","frontend smoke test shows its failure stack trace","UI Tests","2026-08-13","passed","2026-08-13","service detail (outage profile)","","",""
"","3283","authenticate as outage mock user","setup-outage-stage","2026-08-13","passed","2026-08-13","","","",""
