"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","958","ETL pipeline shows its quarantined rows","UI Tests","2026-09-25","passed","2026-09-25","service detail (outage profile)","","",""
"","2570","authenticate as outage mock user","setup-outage-stage","2026-09-25","passed","2026-09-25","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","886","backend API shows the latency spike","UI Tests","2026-09-25","passed","2026-09-25","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","589","shows the environment-appropriate banner and title","UI Tests","2026-09-25","passed","2026-09-25","environment chrome","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1129","frontend smoke test shows its failure stack trace","UI Tests","2026-09-25","passed","2026-09-25","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1194","backend API shows a normal P95 latency","UI Tests","2026-09-25","passed","2026-09-25","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","342","redirects unauthenticated visitors to /login","UI Tests","2026-09-25","passed","2026-09-25","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","811","backend API shows a normal P95 latency","UI Tests","2026-09-25","passed","2026-09-25","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1193","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-25","passed","2026-09-25","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3403","a card links to its drill-down page","UI Tests","2026-09-25","passed","2026-09-25","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3230","a card links to its drill-down page","UI Tests","2026-09-25","passed","2026-09-25","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","726","backend API shows the latency spike","UI Tests","2026-09-25","passed","2026-09-25","service detail (outage profile)","","",""
"","892","authenticate as healthy mock user","setup-healthy-stage","2026-09-25","passed","2026-09-25","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","446","rejects invalid credentials","UI Tests","2026-09-25","passed","2026-09-25","login","","",""
"","2837","authenticate as outage mock user","setup-outage-prod","2026-09-25","passed","2026-09-25","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","688","every service shows as operational","UI Tests","2026-09-25","passed","2026-09-25","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","459","rejects invalid credentials","UI Tests","2026-09-25","passed","2026-09-25","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","985","ETL pipeline has no quarantined rows","UI Tests","2026-09-25","passed","2026-09-25","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","354","redirects unauthenticated visitors to /login","UI Tests","2026-09-25","passed","2026-09-25","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","804","renders all four domain sections with their service cards","UI Tests","2026-09-25","passed","2026-09-25","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","753","shows the environment-appropriate banner and title","UI Tests","2026-09-25","passed","2026-09-25","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1054","renders all four domain sections with their service cards","UI Tests","2026-09-25","passed","2026-09-25","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","930","frontend smoke test shows its failure stack trace","UI Tests","2026-09-25","passed","2026-09-25","service detail (outage profile)","","",""
"","960","authenticate as healthy mock user","setup-healthy-prod","2026-09-25","passed","2026-09-25","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1106","every service shows as operational","UI Tests","2026-09-25","passed","2026-09-25","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1035","ETL pipeline has no quarantined rows","UI Tests","2026-09-25","passed","2026-09-25","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1210","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-25","passed","2026-09-25","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","850","ETL pipeline shows its quarantined rows","UI Tests","2026-09-25","passed","2026-09-25","service detail (outage profile)","","",""
