"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","610","rejects invalid credentials","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"","3362","authenticate as outage mock user","setup-outage-stage","2026-08-25","passed","2026-08-25","","","",""
"","3682","authenticate as outage mock user","setup-outage-prod","2026-08-25","passed","2026-08-25","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","701","shows the environment-appropriate banner and title","UI Tests","2026-08-25","passed","2026-08-25","environment chrome","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","990","ETL pipeline shows its quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1451","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","738","shows the environment-appropriate banner and title","UI Tests","2026-08-25","passed","2026-08-25","environment chrome","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3915","a card links to its drill-down page","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","900","ETL pipeline has no quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","963","backend API shows the latency spike","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","462","redirects unauthenticated visitors to /login","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","636","rejects invalid credentials","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1340","backend API shows a normal P95 latency","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"","1133","authenticate as healthy mock user","setup-healthy-stage","2026-08-25","passed","2026-08-25","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1108","ETL pipeline has no quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"","1315","authenticate as healthy mock user","setup-healthy-prod","2026-08-25","passed","2026-08-25","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","781","every service shows as operational","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","959","renders all four domain sections with their service cards","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1024","ETL pipeline shows its quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1164","backend API shows a normal P95 latency","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1217","renders all four domain sections with their service cards","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","475","redirects unauthenticated visitors to /login","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1316","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1051","frontend smoke test shows its failure stack trace","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1063","every service shows as operational","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3820","a card links to its drill-down page","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","919","frontend smoke test shows its failure stack trace","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","893","backend API shows the latency spike","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
