"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1020","backend API shows the latency spike","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3777","a card links to its drill-down page","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","951","backend API shows the latency spike","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","870","renders all four domain sections with their service cards","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","826","shows the environment-appropriate banner and title","UI Tests","2026-08-25","passed","2026-08-25","environment chrome","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","643","rejects invalid credentials","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"","3639","authenticate as outage mock user","setup-outage-prod","2026-08-25","passed","2026-08-25","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1400","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1112","ETL pipeline has no quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","500","redirects unauthenticated visitors to /login","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1400","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","705","every service shows as operational","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","911","ETL pipeline shows its quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1032","every service shows as operational","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","880","ETL pipeline has no quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","647","rejects invalid credentials","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"","1058","authenticate as healthy mock user","setup-healthy-prod","2026-08-25","passed","2026-08-25","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1149","frontend smoke test shows its failure stack trace","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1364","backend API shows a normal P95 latency","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1234","backend API shows a normal P95 latency","UI Tests","2026-08-25","passed","2026-08-25","service detail (healthy profile)","","",""
"","1240","authenticate as healthy mock user","setup-healthy-stage","2026-08-25","passed","2026-08-25","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4038","a card links to its drill-down page","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"","3234","authenticate as outage mock user","setup-outage-stage","2026-08-25","passed","2026-08-25","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","497","redirects unauthenticated visitors to /login","UI Tests","2026-08-25","passed","2026-08-25","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","887","shows the environment-appropriate banner and title","UI Tests","2026-08-25","passed","2026-08-25","environment chrome","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1009","renders all four domain sections with their service cards","UI Tests","2026-08-25","passed","2026-08-25","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","957","frontend smoke test shows its failure stack trace","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1032","ETL pipeline shows its quarantined rows","UI Tests","2026-08-25","passed","2026-08-25","service detail (outage profile)","","",""
