"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1135","backend API shows a normal P95 latency","UI Tests","2026-07-21","passed","2026-07-21","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","974","renders all four domain sections with their service cards","UI Tests","2026-07-21","passed","2026-07-21","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1060","ETL pipeline shows its quarantined rows","UI Tests","2026-07-21","passed","2026-07-21","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1051","frontend smoke test shows its failure stack trace","UI Tests","2026-07-21","passed","2026-07-21","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","700","shows the environment-appropriate banner and title","UI Tests","2026-07-21","passed","2026-07-21","environment chrome","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1240","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-21","passed","2026-07-21","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1191","backend API shows a normal P95 latency","UI Tests","2026-07-21","passed","2026-07-21","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1004","every service shows as operational","UI Tests","2026-07-21","passed","2026-07-21","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","1015","shows the environment-appropriate banner and title","UI Tests","2026-07-21","passed","2026-07-21","environment chrome","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4201","a card links to its drill-down page","UI Tests","2026-07-21","passed","2026-07-21","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","870","ETL pipeline has no quarantined rows","UI Tests","2026-07-21","passed","2026-07-21","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","648","rejects invalid credentials","UI Tests","2026-07-21","passed","2026-07-21","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","497","redirects unauthenticated visitors to /login","UI Tests","2026-07-21","passed","2026-07-21","login","","",""
"","3433","authenticate as outage mock user","setup-outage-stage","2026-07-21","passed","2026-07-21","","","",""
"","1346","authenticate as healthy mock user","setup-healthy-stage","2026-07-21","passed","2026-07-21","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1145","backend API shows the latency spike","UI Tests","2026-07-21","passed","2026-07-21","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","514","redirects unauthenticated visitors to /login","UI Tests","2026-07-21","passed","2026-07-21","login","","",""
"","1164","authenticate as healthy mock user","setup-healthy-prod","2026-07-21","passed","2026-07-21","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1169","ETL pipeline shows its quarantined rows","UI Tests","2026-07-21","passed","2026-07-21","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","933","frontend smoke test shows its failure stack trace","UI Tests","2026-07-21","passed","2026-07-21","service detail (outage profile)","","",""
"","3621","authenticate as outage mock user","setup-outage-prod","2026-07-21","passed","2026-07-21","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1192","backend API shows the latency spike","UI Tests","2026-07-21","passed","2026-07-21","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","976","ETL pipeline has no quarantined rows","UI Tests","2026-07-21","passed","2026-07-21","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","671","rejects invalid credentials","UI Tests","2026-07-21","passed","2026-07-21","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4196","a card links to its drill-down page","UI Tests","2026-07-21","passed","2026-07-21","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1011","renders all four domain sections with their service cards","UI Tests","2026-07-21","passed","2026-07-21","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1378","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-21","passed","2026-07-21","login","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","864","every service shows as operational","UI Tests","2026-07-21","passed","2026-07-21","dashboard index (healthy profile)","","",""
