"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1255","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-15","passed","2026-09-15","login","","",""
"","1211","authenticate as healthy mock user","setup-healthy-prod","2026-09-15","passed","2026-09-15","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","982","ETL pipeline shows its quarantined rows","UI Tests","2026-09-15","passed","2026-09-15","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","808","every service shows as operational","UI Tests","2026-09-15","passed","2026-09-15","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","639","rejects invalid credentials","UI Tests","2026-09-15","passed","2026-09-15","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","927","ETL pipeline has no quarantined rows","UI Tests","2026-09-15","passed","2026-09-15","service detail (healthy profile)","","",""
"","3653","authenticate as outage mock user","setup-outage-prod","2026-09-15","passed","2026-09-15","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","473","redirects unauthenticated visitors to /login","UI Tests","2026-09-15","passed","2026-09-15","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4063","a card links to its drill-down page","UI Tests","2026-09-15","passed","2026-09-15","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1162","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-15","passed","2026-09-15","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1041","renders all four domain sections with their service cards","UI Tests","2026-09-15","passed","2026-09-15","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","985","backend API shows the latency spike","UI Tests","2026-09-15","passed","2026-09-15","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3848","a card links to its drill-down page","UI Tests","2026-09-15","passed","2026-09-15","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1250","backend API shows a normal P95 latency","UI Tests","2026-09-15","passed","2026-09-15","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1002","frontend smoke test shows its failure stack trace","UI Tests","2026-09-15","passed","2026-09-15","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1038","frontend smoke test shows its failure stack trace","UI Tests","2026-09-15","passed","2026-09-15","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1232","every service shows as operational","UI Tests","2026-09-15","passed","2026-09-15","dashboard index (healthy profile)","","",""
"","3191","authenticate as outage mock user","setup-outage-stage","2026-09-15","passed","2026-09-15","","","",""
"","1135","authenticate as healthy mock user","setup-healthy-stage","2026-09-15","passed","2026-09-15","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1211","renders all four domain sections with their service cards","UI Tests","2026-09-15","passed","2026-09-15","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","973","ETL pipeline has no quarantined rows","UI Tests","2026-09-15","passed","2026-09-15","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1065","backend API shows a normal P95 latency","UI Tests","2026-09-15","passed","2026-09-15","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","465","redirects unauthenticated visitors to /login","UI Tests","2026-09-15","passed","2026-09-15","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","621","rejects invalid credentials","UI Tests","2026-09-15","passed","2026-09-15","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","616","shows the environment-appropriate banner and title","UI Tests","2026-09-15","passed","2026-09-15","environment chrome","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1057","backend API shows the latency spike","UI Tests","2026-09-15","passed","2026-09-15","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","843","ETL pipeline shows its quarantined rows","UI Tests","2026-09-15","passed","2026-09-15","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","705","shows the environment-appropriate banner and title","UI Tests","2026-09-15","passed","2026-09-15","environment chrome","","",""
