"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1004","ETL pipeline shows its quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","910","backend API shows a normal P95 latency","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"","3157","authenticate as outage mock user","setup-outage-prod","2026-09-19","passed","2026-09-19","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","969","ETL pipeline has no quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1076","renders all four domain sections with their service cards","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","918","backend API shows a normal P95 latency","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1044","frontend smoke test shows its failure stack trace","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","918","ETL pipeline has no quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","812","renders all four domain sections with their service cards","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","566","rejects invalid credentials","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","649","shows the environment-appropriate banner and title","UI Tests","2026-09-19","passed","2026-09-19","environment chrome","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1060","frontend smoke test shows its failure stack trace","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","887","every service shows as operational","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"","1156","authenticate as healthy mock user","setup-healthy-stage","2026-09-19","passed","2026-09-19","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1138","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","526","rejects invalid credentials","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","812","shows the environment-appropriate banner and title","UI Tests","2026-09-19","passed","2026-09-19","environment chrome","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","776","ETL pipeline shows its quarantined rows","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","2984","a card links to its drill-down page","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","479","redirects unauthenticated visitors to /login","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","953","backend API shows the latency spike","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","823","every service shows as operational","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
"","1249","authenticate as healthy mock user","setup-healthy-prod","2026-09-19","passed","2026-09-19","","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1070","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","797","backend API shows the latency spike","UI Tests","2026-09-19","passed","2026-09-19","service detail (outage profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","399","redirects unauthenticated visitors to /login","UI Tests","2026-09-19","passed","2026-09-19","login","","",""
"","2695","authenticate as outage mock user","setup-outage-stage","2026-09-19","passed","2026-09-19","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3503","a card links to its drill-down page","UI Tests","2026-09-19","passed","2026-09-19","dashboard index (healthy profile)","","",""
