"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","514","redirects unauthenticated visitors to /login","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1330","backend API shows a normal P95 latency","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","996","renders all four domain sections with their service cards","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","849","ETL pipeline shows its quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","987","shows the environment-appropriate banner and title","UI Tests","2026-09-14","passed","2026-09-14","environment chrome","","",""
"","1266","authenticate as healthy mock user","setup-healthy-prod","2026-09-14","passed","2026-09-14","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1005","backend API shows the latency spike","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","736","shows the environment-appropriate banner and title","UI Tests","2026-09-14","passed","2026-09-14","environment chrome","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1258","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1027","ETL pipeline has no quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","983","ETL pipeline has no quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1267","backend API shows the latency spike","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3995","a card links to its drill-down page","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1373","backend API shows a normal P95 latency","UI Tests","2026-09-14","passed","2026-09-14","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1482","logs in with valid credentials and reaches the dashboard","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","489","redirects unauthenticated visitors to /login","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"","3275","authenticate as outage mock user","setup-outage-stage","2026-09-14","passed","2026-09-14","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","673","rejects invalid credentials","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","963","frontend smoke test shows its failure stack trace","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4027","a card links to its drill-down page","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"","3541","authenticate as outage mock user","setup-outage-prod","2026-09-14","passed","2026-09-14","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1164","every service shows as operational","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","737","rejects invalid credentials","UI Tests","2026-09-14","passed","2026-09-14","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1151","renders all four domain sections with their service cards","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","917","frontend smoke test shows its failure stack trace","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","961","ETL pipeline shows its quarantined rows","UI Tests","2026-09-14","passed","2026-09-14","service detail (outage profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","712","every service shows as operational","UI Tests","2026-09-14","passed","2026-09-14","dashboard index (healthy profile)","","",""
"","1413","authenticate as healthy mock user","setup-healthy-stage","2026-09-14","passed","2026-09-14","","","",""
