"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1020","ETL pipeline has no quarantined rows","UI Tests","2026-07-09","passed","2026-07-09","service detail (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","989","ETL pipeline shows its quarantined rows","UI Tests","2026-07-09","passed","2026-07-09","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3965","a card links to its drill-down page","UI Tests","2026-07-09","passed","2026-07-09","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","647","rejects invalid credentials","UI Tests","2026-07-09","passed","2026-07-09","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","496","redirects unauthenticated visitors to /login","UI Tests","2026-07-09","passed","2026-07-09","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1102","backend API shows a normal P95 latency","UI Tests","2026-07-09","passed","2026-07-09","service detail (healthy profile)","","",""
"","1190","authenticate as healthy mock user","setup-healthy","2026-07-09","passed","2026-07-09","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","694","every service shows as operational","UI Tests","2026-07-09","passed","2026-07-09","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","888","renders all four domain sections with their service cards","UI Tests","2026-07-09","passed","2026-07-09","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1363","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-09","passed","2026-07-09","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1030","backend API shows the latency spike","UI Tests","2026-07-09","passed","2026-07-09","service detail (outage profile)","","",""
"","3142","authenticate as outage mock user","setup-outage","2026-07-09","passed","2026-07-09","","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1029","frontend smoke test shows its failure stack trace","UI Tests","2026-07-09","passed","2026-07-09","service detail (outage profile)","","",""
