"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1012","every service shows as operational","UI Tests","2026-08-18","passed","2026-08-18","dashboard index (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","958","ETL pipeline shows its quarantined rows","UI Tests","2026-08-18","passed","2026-08-18","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","890","backend API shows the latency spike","UI Tests","2026-08-18","passed","2026-08-18","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1276","renders all four domain sections with their service cards","UI Tests","2026-08-18","passed","2026-08-18","dashboard index (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","951","frontend smoke test shows its failure stack trace","UI Tests","2026-08-18","passed","2026-08-18","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","921","frontend smoke test shows its failure stack trace","UI Tests","2026-08-18","passed","2026-08-18","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","977","backend API shows the latency spike","UI Tests","2026-08-18","passed","2026-08-18","service detail (outage profile)","","",""
"","1130","authenticate as healthy mock user","setup-healthy-prod","2026-08-18","passed","2026-08-18","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","663","rejects invalid credentials","UI Tests","2026-08-18","passed","2026-08-18","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","981","shows the environment-appropriate banner and title","UI Tests","2026-08-18","passed","2026-08-18","environment chrome","","",""
"","1163","authenticate as healthy mock user","setup-healthy-stage","2026-08-18","passed","2026-08-18","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","901","renders all four domain sections with their service cards","UI Tests","2026-08-18","passed","2026-08-18","dashboard index (healthy profile)","","",""
"","3798","authenticate as outage mock user","setup-outage-prod","2026-08-18","passed","2026-08-18","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4083","a card links to its drill-down page","UI Tests","2026-08-18","passed","2026-08-18","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","518","redirects unauthenticated visitors to /login","UI Tests","2026-08-18","passed","2026-08-18","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","958","ETL pipeline shows its quarantined rows","UI Tests","2026-08-18","passed","2026-08-18","service detail (outage profile)","","",""
"","3276","authenticate as outage mock user","setup-outage-stage","2026-08-18","passed","2026-08-18","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","627","shows the environment-appropriate banner and title","UI Tests","2026-08-18","passed","2026-08-18","environment chrome","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1358","backend API shows a normal P95 latency","UI Tests","2026-08-18","passed","2026-08-18","service detail (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4179","a card links to its drill-down page","UI Tests","2026-08-18","passed","2026-08-18","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","498","redirects unauthenticated visitors to /login","UI Tests","2026-08-18","passed","2026-08-18","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","691","rejects invalid credentials","UI Tests","2026-08-18","passed","2026-08-18","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1244","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-18","passed","2026-08-18","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","857","ETL pipeline has no quarantined rows","UI Tests","2026-08-18","passed","2026-08-18","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","863","ETL pipeline has no quarantined rows","UI Tests","2026-08-18","passed","2026-08-18","service detail (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1215","backend API shows a normal P95 latency","UI Tests","2026-08-18","passed","2026-08-18","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","745","every service shows as operational","UI Tests","2026-08-18","passed","2026-08-18","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1518","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-18","passed","2026-08-18","login","","",""
