"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","988","frontend smoke test shows its failure stack trace","UI Tests","2026-08-19","passed","2026-08-19","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","806","shows the environment-appropriate banner and title","UI Tests","2026-08-19","passed","2026-08-19","environment chrome","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1167","backend API shows the latency spike","UI Tests","2026-08-19","passed","2026-08-19","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","921","renders all four domain sections with their service cards","UI Tests","2026-08-19","passed","2026-08-19","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","920","shows the environment-appropriate banner and title","UI Tests","2026-08-19","passed","2026-08-19","environment chrome","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1123","backend API shows a normal P95 latency","UI Tests","2026-08-19","passed","2026-08-19","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","497","redirects unauthenticated visitors to /login","UI Tests","2026-08-19","passed","2026-08-19","login","","",""
"","3359","authenticate as outage mock user","setup-outage-stage","2026-08-19","passed","2026-08-19","","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1169","backend API shows a normal P95 latency","UI Tests","2026-08-19","passed","2026-08-19","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1289","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-19","passed","2026-08-19","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1136","renders all four domain sections with their service cards","UI Tests","2026-08-19","passed","2026-08-19","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","782","every service shows as operational","UI Tests","2026-08-19","passed","2026-08-19","dashboard index (healthy profile)","","",""
"","3795","authenticate as outage mock user","setup-outage-prod","2026-08-19","passed","2026-08-19","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1211","every service shows as operational","UI Tests","2026-08-19","passed","2026-08-19","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","491","redirects unauthenticated visitors to /login","UI Tests","2026-08-19","passed","2026-08-19","login","","",""
"","1230","authenticate as healthy mock user","setup-healthy-prod","2026-08-19","passed","2026-08-19","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1106","backend API shows the latency spike","UI Tests","2026-08-19","passed","2026-08-19","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","629","rejects invalid credentials","UI Tests","2026-08-19","passed","2026-08-19","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","999","frontend smoke test shows its failure stack trace","UI Tests","2026-08-19","passed","2026-08-19","service detail (outage profile)","","",""
"","1019","authenticate as healthy mock user","setup-healthy-stage","2026-08-19","passed","2026-08-19","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1133","ETL pipeline shows its quarantined rows","UI Tests","2026-08-19","passed","2026-08-19","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","825","ETL pipeline shows its quarantined rows","UI Tests","2026-08-19","passed","2026-08-19","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4129","a card links to its drill-down page","UI Tests","2026-08-19","passed","2026-08-19","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1159","ETL pipeline has no quarantined rows","UI Tests","2026-08-19","passed","2026-08-19","service detail (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","993","ETL pipeline has no quarantined rows","UI Tests","2026-08-19","passed","2026-08-19","service detail (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3925","a card links to its drill-down page","UI Tests","2026-08-19","passed","2026-08-19","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","637","rejects invalid credentials","UI Tests","2026-08-19","passed","2026-08-19","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1543","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-19","passed","2026-08-19","login","","",""
