"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1240","authenticate as healthy mock user","setup-healthy-stage","2026-08-16","passed","2026-08-16","","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1059","ETL pipeline shows its quarantined rows","UI Tests","2026-08-16","passed","2026-08-16","service detail (outage profile)","","",""
"","2768","authenticate as outage mock user","setup-outage-stage","2026-08-16","passed","2026-08-16","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","789","ETL pipeline has no quarantined rows","UI Tests","2026-08-16","passed","2026-08-16","service detail (healthy profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","787","frontend smoke test shows its failure stack trace","UI Tests","2026-08-16","passed","2026-08-16","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","891","frontend smoke test shows its failure stack trace","UI Tests","2026-08-16","passed","2026-08-16","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3558","a card links to its drill-down page","UI Tests","2026-08-16","passed","2026-08-16","dashboard index (healthy profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","771","backend API shows the latency spike","UI Tests","2026-08-16","passed","2026-08-16","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3517","a card links to its drill-down page","UI Tests","2026-08-16","passed","2026-08-16","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","538","rejects invalid credentials","UI Tests","2026-08-16","passed","2026-08-16","login","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","540","rejects invalid credentials","UI Tests","2026-08-16","passed","2026-08-16","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1034","backend API shows the latency spike","UI Tests","2026-08-16","passed","2026-08-16","service detail (outage profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1383","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-16","passed","2026-08-16","login","","",""
"","1195","authenticate as healthy mock user","setup-healthy-prod","2026-08-16","passed","2026-08-16","","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","824","renders all four domain sections with their service cards","UI Tests","2026-08-16","passed","2026-08-16","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","800","shows the environment-appropriate banner and title","UI Tests","2026-08-16","passed","2026-08-16","environment chrome","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1152","backend API shows a normal P95 latency","UI Tests","2026-08-16","passed","2026-08-16","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","443","redirects unauthenticated visitors to /login","UI Tests","2026-08-16","passed","2026-08-16","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","415","redirects unauthenticated visitors to /login","UI Tests","2026-08-16","passed","2026-08-16","login","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","728","shows the environment-appropriate banner and title","UI Tests","2026-08-16","passed","2026-08-16","environment chrome","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","773","ETL pipeline shows its quarantined rows","UI Tests","2026-08-16","passed","2026-08-16","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1088","backend API shows a normal P95 latency","UI Tests","2026-08-16","passed","2026-08-16","service detail (healthy profile)","","",""
"","3368","authenticate as outage mock user","setup-outage-prod","2026-08-16","passed","2026-08-16","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1063","every service shows as operational","UI Tests","2026-08-16","passed","2026-08-16","dashboard index (healthy profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","803","ETL pipeline has no quarantined rows","UI Tests","2026-08-16","passed","2026-08-16","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1011","renders all four domain sections with their service cards","UI Tests","2026-08-16","passed","2026-08-16","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","744","every service shows as operational","UI Tests","2026-08-16","passed","2026-08-16","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1348","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-16","passed","2026-08-16","login","","",""
