"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","700","shows the environment-appropriate banner and title","UI Tests","2026-08-23","passed","2026-08-23","environment chrome","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","937","frontend smoke test shows its failure stack trace","UI Tests","2026-08-23","passed","2026-08-23","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","960","ETL pipeline has no quarantined rows","UI Tests","2026-08-23","passed","2026-08-23","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1155","every service shows as operational","UI Tests","2026-08-23","passed","2026-08-23","dashboard index (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","848","every service shows as operational","UI Tests","2026-08-23","passed","2026-08-23","dashboard index (healthy profile)","","",""
"","3159","authenticate as outage mock user","setup-outage-stage","2026-08-23","passed","2026-08-23","","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","904","ETL pipeline has no quarantined rows","UI Tests","2026-08-23","passed","2026-08-23","service detail (healthy profile)","","",""
"","3685","authenticate as outage mock user","setup-outage-prod","2026-08-23","passed","2026-08-23","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","672","rejects invalid credentials","UI Tests","2026-08-23","passed","2026-08-23","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1011","ETL pipeline shows its quarantined rows","UI Tests","2026-08-23","passed","2026-08-23","service detail (outage profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","646","rejects invalid credentials","UI Tests","2026-08-23","passed","2026-08-23","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","1015","ETL pipeline shows its quarantined rows","UI Tests","2026-08-23","passed","2026-08-23","service detail (outage profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3703","a card links to its drill-down page","UI Tests","2026-08-23","passed","2026-08-23","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1137","renders all four domain sections with their service cards","UI Tests","2026-08-23","passed","2026-08-23","dashboard index (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1338","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-23","passed","2026-08-23","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","1036","frontend smoke test shows its failure stack trace","UI Tests","2026-08-23","passed","2026-08-23","service detail (outage profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1034","backend API shows a normal P95 latency","UI Tests","2026-08-23","passed","2026-08-23","service detail (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1207","renders all four domain sections with their service cards","UI Tests","2026-08-23","passed","2026-08-23","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","918","shows the environment-appropriate banner and title","UI Tests","2026-08-23","passed","2026-08-23","environment chrome","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1355","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-23","passed","2026-08-23","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","508","redirects unauthenticated visitors to /login","UI Tests","2026-08-23","passed","2026-08-23","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1322","backend API shows a normal P95 latency","UI Tests","2026-08-23","passed","2026-08-23","service detail (healthy profile)","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3876","a card links to its drill-down page","UI Tests","2026-08-23","passed","2026-08-23","dashboard index (healthy profile)","","",""
"","1175","authenticate as healthy mock user","setup-healthy-prod","2026-08-23","passed","2026-08-23","","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","480","redirects unauthenticated visitors to /login","UI Tests","2026-08-23","passed","2026-08-23","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1070","backend API shows the latency spike","UI Tests","2026-08-23","passed","2026-08-23","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1038","backend API shows the latency spike","UI Tests","2026-08-23","passed","2026-08-23","service detail (outage profile)","","",""
"","1050","authenticate as healthy mock user","setup-healthy-stage","2026-08-23","passed","2026-08-23","","","",""
