"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1069","backend API shows a normal P95 latency","UI Tests","2026-07-20","passed","2026-07-20","service detail (healthy profile)","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1283","every service shows as operational","UI Tests","2026-07-20","passed","2026-07-20","dashboard index (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","666","rejects invalid credentials","UI Tests","2026-07-20","passed","2026-07-20","login","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","1161","ETL pipeline has no quarantined rows","UI Tests","2026-07-20","passed","2026-07-20","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1248","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-20","passed","2026-07-20","login","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","983","frontend smoke test shows its failure stack trace","UI Tests","2026-07-20","passed","2026-07-20","service detail (outage profile)","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1126","backend API shows the latency spike","UI Tests","2026-07-20","passed","2026-07-20","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","940","ETL pipeline has no quarantined rows","UI Tests","2026-07-20","passed","2026-07-20","service detail (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","516","redirects unauthenticated visitors to /login","UI Tests","2026-07-20","passed","2026-07-20","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","1333","logs in with valid credentials and reaches the dashboard","UI Tests","2026-07-20","passed","2026-07-20","login","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","996","ETL pipeline shows its quarantined rows","UI Tests","2026-07-20","passed","2026-07-20","service detail (outage profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","924","ETL pipeline shows its quarantined rows","UI Tests","2026-07-20","passed","2026-07-20","service detail (outage profile)","","",""
"","1191","authenticate as healthy mock user","setup-healthy-stage","2026-07-20","passed","2026-07-20","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3834","a card links to its drill-down page","UI Tests","2026-07-20","passed","2026-07-20","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","547","redirects unauthenticated visitors to /login","UI Tests","2026-07-20","passed","2026-07-20","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1243","backend API shows a normal P95 latency","UI Tests","2026-07-20","passed","2026-07-20","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","676","rejects invalid credentials","UI Tests","2026-07-20","passed","2026-07-20","login","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1043","renders all four domain sections with their service cards","UI Tests","2026-07-20","passed","2026-07-20","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","1191","renders all four domain sections with their service cards","UI Tests","2026-07-20","passed","2026-07-20","dashboard index (healthy profile)","","",""
"","3435","authenticate as outage mock user","setup-outage-stage","2026-07-20","passed","2026-07-20","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","4063","a card links to its drill-down page","UI Tests","2026-07-20","passed","2026-07-20","dashboard index (healthy profile)","","",""
"","1453","authenticate as healthy mock user","setup-healthy-prod","2026-07-20","passed","2026-07-20","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","1035","backend API shows the latency spike","UI Tests","2026-07-20","passed","2026-07-20","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","929","frontend smoke test shows its failure stack trace","UI Tests","2026-07-20","passed","2026-07-20","service detail (outage profile)","","",""
"","3570","authenticate as outage mock user","setup-outage-prod","2026-07-20","passed","2026-07-20","","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","893","shows the environment-appropriate banner and title","UI Tests","2026-07-20","passed","2026-07-20","environment chrome","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","861","shows the environment-appropriate banner and title","UI Tests","2026-07-20","passed","2026-07-20","environment chrome","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","740","every service shows as operational","UI Tests","2026-07-20","passed","2026-07-20","dashboard index (healthy profile)","","",""
