"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","626","ETL pipeline shows its quarantined rows","UI Tests","2026-08-03","passed","2026-08-03","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","933","frontend smoke test shows its failure stack trace","UI Tests","2026-08-03","passed","2026-08-03","service detail (outage profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","998","renders all four domain sections with their service cards","UI Tests","2026-08-03","passed","2026-08-03","dashboard index (healthy profile)","","",""
"","1114","authenticate as healthy mock user","setup-healthy-prod","2026-08-03","passed","2026-08-03","","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","3317","a card links to its drill-down page","UI Tests","2026-08-03","passed","2026-08-03","dashboard index (healthy profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","811","shows the environment-appropriate banner and title","UI Tests","2026-08-03","passed","2026-08-03","environment chrome","","",""
"","2613","authenticate as outage mock user","setup-outage-prod","2026-08-03","passed","2026-08-03","","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","1145","every service shows as operational","UI Tests","2026-08-03","passed","2026-08-03","dashboard index (healthy profile)","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","371","redirects unauthenticated visitors to /login","UI Tests","2026-08-03","passed","2026-08-03","login","","",""
"An unauthenticated visitor hitting the dashboard root is bounced to the login page instead of seeing any data.","365","redirects unauthenticated visitors to /login","UI Tests","2026-08-03","passed","2026-08-03","login","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","937","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-03","passed","2026-08-03","login","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","768","backend API shows the latency spike","UI Tests","2026-08-03","passed","2026-08-03","service detail (outage profile)","","",""
"The dashboard shows a staging banner and a ""(Staging)"" title suffix on the stage environment, and neither on prod — same assertions, driven entirely by the injected env fixture.","662","shows the environment-appropriate banner and title","UI Tests","2026-08-03","passed","2026-08-03","environment chrome","","",""
"In the healthy mock profile, every one of the 8 services reports an ""operational"" status badge.","871","every service shows as operational","UI Tests","2026-08-03","passed","2026-08-03","dashboard index (healthy profile)","","",""
"The dashboard index groups every service under its domain heading and renders one card per service, across all four domains.","757","renders all four domain sections with their service cards","UI Tests","2026-08-03","passed","2026-08-03","dashboard index (healthy profile)","","",""
"","2118","authenticate as outage mock user","setup-outage-stage","2026-08-03","passed","2026-08-03","","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","530","rejects invalid credentials","UI Tests","2026-08-03","passed","2026-08-03","login","","",""
"","1091","authenticate as healthy mock user","setup-healthy-stage","2026-08-03","passed","2026-08-03","","","",""
"In the outage profile, the Gateway API drill-down reflects the mock latency spike (4500ms).","689","backend API shows the latency spike","UI Tests","2026-08-03","passed","2026-08-03","service detail (outage profile)","","",""
"In the outage profile, a failed frontend smoke test surfaces its assertion stack trace on the drill-down page.","890","frontend smoke test shows its failure stack trace","UI Tests","2026-08-03","passed","2026-08-03","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","823","ETL pipeline has no quarantined rows","UI Tests","2026-08-03","passed","2026-08-03","service detail (healthy profile)","","",""
"Submitting a valid email with the wrong password surfaces an inline error instead of granting access.","461","rejects invalid credentials","UI Tests","2026-08-03","passed","2026-08-03","login","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","1032","backend API shows a normal P95 latency","UI Tests","2026-08-03","passed","2026-08-03","service detail (healthy profile)","","",""
"A valid email/password pair authenticates the user and lands them on the dashboard with service cards rendered.","984","logs in with valid credentials and reaches the dashboard","UI Tests","2026-08-03","passed","2026-08-03","login","","",""
"Clicking a service card navigates to that service's dedicated drill-down route.","2823","a card links to its drill-down page","UI Tests","2026-08-03","passed","2026-08-03","dashboard index (healthy profile)","","",""
"In the healthy profile, the Gateway API drill-down shows a normal (non-spiked) P95 latency stat.","929","backend API shows a normal P95 latency","UI Tests","2026-08-03","passed","2026-08-03","service detail (healthy profile)","","",""
"In the outage profile, the ETL pipeline drill-down lists its quarantined rows from the failed validation run.","894","ETL pipeline shows its quarantined rows","UI Tests","2026-08-03","passed","2026-08-03","service detail (outage profile)","","",""
"In the healthy profile, the ETL pipeline drill-down reports zero quarantined rows.","879","ETL pipeline has no quarantined rows","UI Tests","2026-08-03","passed","2026-08-03","service detail (healthy profile)","","",""
